Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather,Weather_Desc,TimeStamp,Date,Traffic_Vol
,296.52,0,0,1,Rainfall,Soft rain,03/08/10 22:00,03/08/10,2046
,294.48,0,0,1,Clear skies,Clear skies,03/08/10 23:00,03/08/10,1203
,294.84,0,0,2,Light fog,Fine fog,04/08/10 0:00,04/08/10,693
,294.68,0,0,75,Cloudy skies,Fragmented clouds,04/08/10 1:00,04/08/10,483
,292.45,0,0,1,Light fog,Fine fog,04/08/10 5:00,04/08/10,3112
,292.49,0,0,2,Light fog,Fine fog,04/08/10 6:00,04/08/10,5596
,293.3,0,0,20,Light fog,Fine fog,04/08/10 7:00,04/08/10,6552
,292.75,0,0,90,Light fog,Fine fog,04/08/10 8:00,04/08/10,6073
,294.67,0,0,75,Light fog,Fine fog,04/08/10 9:00,04/08/10,5107
,295.92,0,0,41,Light fog,Fine fog,04/08/10 10:00,04/08/10,4579
,295.25,0,0,40,Rainfall,Soft rain,04/08/10 11:00,04/08/10,5100
,297,0,0,41,Airborne particles,Smoky air,04/08/10 12:00,04/08/10,5277
,299.15,0,0,75,Airborne particles,Smoky air,04/08/10 13:00,04/08/10,5243
,300.05,0,0,40,Cloudy skies,Partly cloudy skies,04/08/10 14:00,04/08/10,5604
,300.65,0,0,2,Clear skies,Clear skies,04/08/10 15:00,04/08/10,5983
,300.3,0,0,2,Clear skies,Clear skies,04/08/10 16:00,04/08/10,6605
,299.77,0,0,2,Clear skies,Clear skies,04/08/10 17:00,04/08/10,6085
,300.49,0,0,2,Clear skies,Clear skies,04/08/10 18:00,04/08/10,4673
,298.97,0,0,1,Clear skies,Clear skies,04/08/10 19:00,04/08/10,3564
,297.47,0,0,2,Clear skies,Clear skies,04/08/10 20:00,04/08/10,3053
,295.25,0,0,1,Clear skies,Clear skies,04/08/10 21:00,04/08/10,2651
,294.82,0,0,1,Clear skies,Clear skies,04/08/10 22:00,04/08/10,1893
,293.57,0,0,1,Clear skies,Clear skies,04/08/10 23:00,04/08/10,1166
,292.47,0,0,2,Light fog,Fine fog,05/08/10 0:00,05/08/10,639
,291.6,0,0,2,Dense fog,Dense fog,05/08/10 1:00,05/08/10,431
,291.27,0,0,40,Dense fog,Dense fog,05/08/10 2:00,05/08/10,349
,290.42,0,0,1,Light fog,Fine fog,05/08/10 3:00,05/08/10,439
,290.1,0,0,2,Light fog,Fine fog,05/08/10 4:00,05/08/10,970
,289.25,0,0,1,Light fog,Fine fog,05/08/10 5:00,05/08/10,3179
,289.69,0,0,1,Light fog,Fine fog,05/08/10 6:00,05/08/10,5634
,289.73,0,0,1,Light fog,Fine fog,05/08/10 7:00,05/08/10,6889
,290.66,0,0,1,Clear skies,Clear skies,05/08/10 8:00,05/08/10,6211
,293.3,0,0,75,Cloudy skies,Fragmented clouds,05/08/10 9:00,05/08/10,5162
,295.18,0,0,1,Clear skies,Clear skies,05/08/10 10:00,05/08/10,4809
,296.95,0,0,20,Cloudy skies,Scattered clouds,05/08/10 11:00,05/08/10,5120
,297.97,0,0,1,Clear skies,Clear skies,05/08/10 12:00,05/08/10,5351
,298.1,0,0,75,Cloudy skies,Fragmented clouds,05/08/10 13:00,05/08/10,5316
,299.25,0,0,2,Clear skies,Clear skies,05/08/10 14:00,05/08/10,5523
,299.8,0,0,40,Cloudy skies,Partly cloudy skies,05/08/10 15:00,05/08/10,6031
,299.42,0,0,75,Cloudy skies,Fragmented clouds,05/08/10 16:00,05/08/10,6803
,299.85,0,0,40,Airborne particles,Smoky air,05/08/10 17:00,05/08/10,6545
,299.97,0,0,1,Clear skies,Clear skies,05/08/10 18:00,05/08/10,4946
,298.62,0,0,75,Cloudy skies,Fragmented clouds,05/08/10 19:00,05/08/10,3700
,296.82,0,0,1,Clear skies,Clear skies,05/08/10 20:00,05/08/10,3296
,294.67,0,0,1,Clear skies,Clear skies,05/08/10 21:00,05/08/10,2820
,293.25,0,0,1,Clear skies,Clear skies,05/08/10 22:00,05/08/10,2033
,291.88,0,0,1,Clear skies,Clear skies,05/08/10 23:00,05/08/10,1276
,290.4,0,0,2,Light fog,Fine fog,06/08/10 0:00,06/08/10,661
,290.41,0,0,1,Light fog,Fine fog,06/08/10 1:00,06/08/10,482
,289.54,0,0,2,Light fog,Fine fog,06/08/10 2:00,06/08/10,364
,288.48,0,0,1,Dense fog,Dense fog,06/08/10 3:00,06/08/10,411
,288.52,0,0,1,Light fog,Fine fog,06/08/10 4:00,06/08/10,987
,288.18,0,0,1,Light fog,Fine fog,06/08/10 5:00,06/08/10,3179
,287.4,0,0,1,Light fog,Fine fog,06/08/10 6:00,06/08/10,5793
,288.4,0,0,1,Dense fog,Dense fog,06/08/10 7:00,06/08/10,6395
,291.26,0,0,1,Clear skies,Clear skies,06/08/10 8:00,06/08/10,6325
,295.02,0,0,1,Clear skies,Clear skies,06/08/10 9:00,06/08/10,5319
,297.01,0,0,76,Cloudy skies,Fragmented clouds,06/08/10 10:00,06/08/10,5093
,298.7,0,0,2,Clear skies,Clear skies,06/08/10 11:00,06/08/10,5526
,299.95,0,0,1,Clear skies,Clear skies,06/08/10 12:00,06/08/10,5532
,300.58,0,0,76,Cloudy skies,Fragmented clouds,06/08/10 13:00,06/08/10,5321
,300.8,0,0,40,Cloudy skies,Partly cloudy skies,06/08/10 14:00,06/08/10,5872
,301.75,0,0,40,Cloudy skies,Partly cloudy skies,06/08/10 15:00,06/08/10,6032
,301.78,0,0,40,Cloudy skies,Partly cloudy skies,06/08/10 16:00,06/08/10,6690
,302.07,0,0,75,Cloudy skies,Fragmented clouds,06/08/10 17:00,06/08/10,6264
,301.98,0,0,75,Cloudy skies,Fragmented clouds,06/08/10 18:00,06/08/10,4971
,300.11,0,0,75,Cloudy skies,Fragmented clouds,06/08/10 19:00,06/08/10,3788
,298.85,0,0,75,Cloudy skies,Fragmented clouds,06/08/10 20:00,06/08/10,3264
,296.64,0,0,1,Clear skies,Clear skies,06/08/10 21:00,06/08/10,2966
,294.64,0,0,2,Clear skies,Clear skies,06/08/10 22:00,06/08/10,2207
,293.54,0,0,41,Cloudy skies,Partly cloudy skies,06/08/10 23:00,06/08/10,1372
,292.88,0,0,1,Clear skies,Clear skies,07/08/10 0:00,07/08/10,727
,291.71,0,0,2,Light fog,Fine fog,07/08/10 1:00,07/08/10,472
,291.38,0,0,1,Clear skies,Clear skies,07/08/10 2:00,07/08/10,382
,290.69,0,0,2,Light fog,Fine fog,07/08/10 3:00,07/08/10,431
,301.18,0,0,1,Clear skies,Clear skies,07/08/10 14:00,07/08/10,5827
,300.7,0,0,40,Cloudy skies,Partly cloudy skies,07/08/10 15:00,07/08/10,6174
,301.89,0,0,1,Clear skies,Clear skies,07/08/10 16:00,07/08/10,6735
,300.98,0,0,2,Clear skies,Clear skies,07/08/10 17:00,07/08/10,6281
,300.08,0,0,40,Cloudy skies,Partly cloudy skies,07/08/10 18:00,07/08/10,5123
,299.85,0,0,1,Clear skies,Clear skies,07/08/10 19:00,07/08/10,3836
,297.85,0,0,40,Cloudy skies,Partly cloudy skies,07/08/10 20:00,07/08/10,3444
,295.76,0,0,2,Clear skies,Clear skies,07/08/10 21:00,07/08/10,3276
,295.39,0,0,1,Clear skies,Clear skies,07/08/10 22:00,07/08/10,2488
,294.98,0,0,90,Cloudy skies,Full cloud cover,07/08/10 23:00,07/08/10,1498
,294.35,0,0,40,Cloudy skies,Partly cloudy skies,08/08/10 0:00,08/08/10,853
,292.78,0,0,1,Clear skies,Clear skies,08/08/10 1:00,08/08/10,526
,288.086,0,0,92,Rainfall,Soft rain,11/06/11 20:00,11/06/11,2888
,298.043,0,0,0,Clear skies,Clear skies,12/06/11 18:00,12/06/11,4389
,292.961,0,0,8,Clear skies,Clear skies,12/06/11 20:00,12/06/11,3102
,292.361,0,0,9,Clear skies,Clear skies,12/06/11 21:00,12/06/11,3300
,295.34,0,0,76,Cloudy skies,Fragmented clouds,13/06/11 21:00,13/06/11,3048
,293.437,0,0,56,Cloudy skies,Fragmented clouds,13/06/11 23:00,13/06/11,2056
,296.164,0,0,89,Rainfall,Soft rain,14/06/11 20:00,14/06/11,2910
,300.007,0,0,0,Clear skies,Clear skies,19/06/11 18:00,19/06/11,4683
,296.269,0,0,88,Rainfall,Soft rain,20/06/11 18:00,20/06/11,4049
,294.514,0,0,12,Cloudy skies,Scattered clouds,22/06/11 0:00,22/06/11,746
,295.944,0,0,12,Cloudy skies,Scattered clouds,22/06/11 18:00,22/06/11,4425
,287.841,0,0,0,Clear skies,Clear skies,24/06/11 4:00,24/06/11,932
,290.325,0,0,0,Clear skies,Clear skies,24/06/11 6:00,24/06/11,5841
,290.725,0,0,0,Clear skies,Clear skies,24/06/11 7:00,24/06/11,5411
,290.625,0,0,0,Clear skies,Clear skies,24/06/11 8:00,24/06/11,5098
,298.003,0,0,36,Cloudy skies,Partly cloudy skies,24/06/11 10:00,24/06/11,4733
,300.782,0,0,24,Cloudy skies,Scattered clouds,24/06/11 11:00,24/06/11,4956
,300.782,0,0,24,Cloudy skies,Scattered clouds,24/06/11 13:00,24/06/11,5008
,301.521,0,0,12,Cloudy skies,Scattered clouds,24/06/11 14:00,24/06/11,5252
,301.521,0,0,12,Cloudy skies,Scattered clouds,24/06/11 15:00,24/06/11,5833
,302.021,0,0,12,Cloudy skies,Scattered clouds,24/06/11 16:00,24/06/11,6394
,298.71,0,0,92,Rainfall,Soft rain,24/06/11 18:00,24/06/11,4667
,298.11,0,0,92,Rainfall,Soft rain,24/06/11 19:00,24/06/11,3385
,298.51,0,0,92,Rainfall,Soft rain,24/06/11 20:00,24/06/11,3038
,292.096,0,0,92,Rainfall,Steady rain,24/06/11 21:00,24/06/11,2931
,292.096,0,0,92,Rainfall,Steady rain,24/06/11 22:00,24/06/11,2124
,292.096,0,0,92,Rainfall,Steady rain,24/06/11 23:00,24/06/11,1215
,291.916,0,0,88,Rainfall,Soft rain,25/06/11 0:00,25/06/11,771
,291.816,0,0,88,Rainfall,Soft rain,25/06/11 2:00,25/06/11,335
,291.393,0,0,88,Rainfall,Soft rain,25/06/11 3:00,25/06/11,354
,300.04,0,0,1,Clear skies,Clear skies,25/06/11 13:00,25/06/11,5125
,300.23,0,0,75,Cloudy skies,Fragmented clouds,25/06/11 14:00,25/06/11,5266
,300.4,0,0,40,Cloudy skies,Partly cloudy skies,25/06/11 15:00,25/06/11,6125
,300.8,0,0,41,Cloudy skies,Partly cloudy skies,25/06/11 16:00,25/06/11,6287
,300.52,0,0,75,Cloudy skies,Fragmented clouds,25/06/11 17:00,25/06/11,6005
,298.92,0,0,1,Clear skies,Clear skies,25/06/11 19:00,25/06/11,3845
,297.96,0,0,1,Clear skies,Clear skies,25/06/11 20:00,25/06/11,3214
,295.95,0,0,2,Clear skies,Clear skies,25/06/11 21:00,25/06/11,3192
,293.56,0,0,1,Clear skies,Clear skies,25/06/11 22:00,25/06/11,2471
,292.71,0,0,1,Clear skies,Clear skies,25/06/11 23:00,25/06/11,1516
,291.8,0,0,1,Clear skies,Clear skies,26/06/11 0:00,26/06/11,866
,290.74,0,0,1,Clear skies,Clear skies,26/06/11 1:00,26/06/11,499
,291.35,0,0,2,Clear skies,Clear skies,26/06/11 2:00,26/06/11,390
,290.53,0,0,1,Clear skies,Clear skies,26/06/11 4:00,26/06/11,870
,290.12,0,0,1,Clear skies,Clear skies,26/06/11 5:00,26/06/11,2743
,289.95,0,0,1,Clear skies,Clear skies,26/06/11 6:00,26/06/11,5596
,292.37,0,0,1,Clear skies,Clear skies,26/06/11 8:00,26/06/11,5037
,295.5,0,0,1,Clear skies,Clear skies,26/06/11 10:00,26/06/11,4435
,297.4,0,0,1,Airborne particles,Smoky air,26/06/11 11:00,26/06/11,4507
,299.1,0,0,1,Clear skies,Clear skies,26/06/11 13:00,26/06/11,4320
,300.03,0,0,1,Clear skies,Clear skies,26/06/11 14:00,26/06/11,5126
,299.7,0,0,1,Clear skies,Clear skies,26/06/11 15:00,26/06/11,5840
,300.04,0,0,40,Cloudy skies,Partly cloudy skies,26/06/11 16:00,26/06/11,6003
,299.07,0.55,0,75,Rainfall,Soft rain,26/06/11 17:00,26/06/11,5325
,296.63,0.55,0,40,Rainfall,Steady rain,26/06/11 18:00,26/06/11,4418
,296.68,1.02,0,40,Rainfall,Steady rain,26/06/11 19:00,26/06/11,3617
,294.89,0,0,90,Rainfall,Steady rain,26/06/11 20:00,26/06/11,3131
,293.1,0,0,1,Stormy weather,Approaching thunderstorm,26/06/11 21:00,26/06/11,3450
,291.76,0,0,2,Rainfall,Soft rain,26/06/11 22:00,26/06/11,3042
,290.73,0,0,1,Clear skies,Clear skies,26/06/11 23:00,26/06/11,2105
,290.24,0,0,1,Clear skies,Clear skies,27/06/11 0:00,27/06/11,1472
,289.5,0,0,1,Clear skies,Clear skies,27/06/11 1:00,27/06/11,839
,288.75,0,0,1,Clear skies,Clear skies,27/06/11 2:00,27/06/11,675
,288.98,0.7,0,1,Rainfall,Soft rain,27/06/11 3:00,27/06/11,460
,288.44,0,0,2,Light fog,Fine fog,27/06/11 4:00,27/06/11,515
,287.26,0,0,1,Light fog,Fine fog,27/06/11 5:00,27/06/11,857
,287.62,0,0,1,Light fog,Fine fog,27/06/11 6:00,27/06/11,1377
,289.43,0,0,1,Light fog,Fine fog,27/06/11 7:00,27/06/11,2049
,292.38,0,0,1,Clear skies,Clear skies,27/06/11 8:00,27/06/11,2705
,294.61,0,0,1,Clear skies,Clear skies,27/06/11 9:00,27/06/11,3487
,296.51,0,0,1,Clear skies,Clear skies,27/06/11 10:00,27/06/11,3911
,297.77,0,0,1,Clear skies,Clear skies,27/06/11 11:00,27/06/11,3981
,299.85,0,0,1,Clear skies,Clear skies,27/06/11 12:00,27/06/11,4398
,300.05,0,0,2,Clear skies,Clear skies,27/06/11 13:00,27/06/11,4156
,301.06,0,0,1,Clear skies,Clear skies,27/06/11 14:00,27/06/11,4237
,301.55,0,0,41,Cloudy skies,Partly cloudy skies,27/06/11 15:00,27/06/11,4294
,301.66,0,0,1,Clear skies,Clear skies,27/06/11 16:00,27/06/11,3984
,301.44,0,0,1,Clear skies,Clear skies,27/06/11 17:00,27/06/11,4049
,299.79,0,0,1,Clear skies,Clear skies,27/06/11 18:00,27/06/11,3702
,299.3,0,0,1,Clear skies,Clear skies,27/06/11 19:00,27/06/11,3596
,298.33,0,0,1,Clear skies,Clear skies,27/06/11 20:00,27/06/11,3422
,295.96,0,0,2,Clear skies,Clear skies,27/06/11 22:00,27/06/11,3355
,294.12,2.86,0,75,Rainfall,Steady rain,27/06/11 23:00,27/06/11,2442
,292.95,0.79,0,90,Rainfall,Steady rain,28/06/11 0:00,28/06/11,1456
,292.22,1.49,0,90,Rainfall,Steady rain,28/06/11 1:00,28/06/11,825
,291.62,8.89,0,40,Rainfall,Intense rainfall,28/06/11 2:00,28/06/11,633
,291.04,0,0,90,Light rain,Light rain,28/06/11 3:00,28/06/11,354
,291.21,0.342857143,0,90,Rainfall,Soft rain,28/06/11 4:00,28/06/11,338
,291.26,0.922857143,0,90,Rainfall,Steady rain,28/06/11 5:00,28/06/11,492
,291.28,0.787142857,0,90,Rainfall,Soft rain,28/06/11 6:00,28/06/11,850
,292.05,0,0,90,Light rain,Mild drizzle,28/06/11 7:00,28/06/11,1152
,292.64,0,0,90,Cloudy skies,Full cloud cover,28/06/11 8:00,28/06/11,1908
,294.06,0,0,90,Cloudy skies,Full cloud cover,28/06/11 9:00,28/06/11,3040
,295.37,0,0,40,Cloudy skies,Partly cloudy skies,28/06/11 10:00,28/06/11,3751
,296.39,0,0,40,Cloudy skies,Partly cloudy skies,28/06/11 11:00,28/06/11,3815
,297.59,0,0,1,Clear skies,Clear skies,28/06/11 12:00,28/06/11,4078
,298.33,0,0,40,Cloudy skies,Partly cloudy skies,28/06/11 13:00,28/06/11,4235
,299.64,0,0,75,Cloudy skies,Fragmented clouds,28/06/11 14:00,28/06/11,4573
,299.38,1.27,0,41,Rainfall,Steady rain,28/06/11 15:00,28/06/11,4402
,296.12,2.231428571,0,90,Rainfall,Intense rainfall,28/06/11 16:00,28/06/11,4320
,293.78,11.69,0,90,Rainfall,Intense rainfall,28/06/11 17:00,28/06/11,4052
,294.54,2.344285714,0,40,Rainfall,Steady rain,28/06/11 18:00,28/06/11,3618
,294.5,0,0,75,Cloudy skies,Fragmented clouds,28/06/11 19:00,28/06/11,3423
,294.75,0,0,75,Cloudy skies,Fragmented clouds,28/06/11 20:00,28/06/11,2976
,293.73,0,0,0,Clear skies,Clear skies,28/06/11 21:00,28/06/11,2425
,292.63,0,0,40,Cloudy skies,Partly cloudy skies,28/06/11 22:00,28/06/11,2028
,292.25,0,0,41,Cloudy skies,Partly cloudy skies,28/06/11 23:00,28/06/11,1253
,291.33,0,0,40,Light fog,Fine fog,29/06/11 0:00,29/06/11,687
,290.9,0,0,1,Light fog,Fine fog,29/06/11 1:00,29/06/11,405
,290.59,0,0,1,Light fog,Fine fog,29/06/11 2:00,29/06/11,339
,290.88,0,0,2,Light fog,Fine fog,29/06/11 3:00,29/06/11,336
,290.44,0,0,2,Dense fog,Dense fog,29/06/11 4:00,29/06/11,904
,290.22,0,0,2,Dense fog,Dense fog,29/06/11 5:00,29/06/11,2813
,290.97,0,0,1,Dense fog,Dense fog,29/06/11 6:00,29/06/11,5707
,291.42,0.442857143,0,1,Rainfall,Soft rain,29/06/11 7:00,29/06/11,5893
,293.13,0.3,0,1,Rainfall,Soft rain,29/06/11 8:00,29/06/11,5337
,294.93,1,0,1,Rainfall,Soft rain,29/06/11 9:00,29/06/11,4644
,297.3,0,0,2,Clear skies,Clear skies,29/06/11 10:00,29/06/11,4441
,298.95,0,0,1,Clear skies,Clear skies,29/06/11 11:00,29/06/11,4556
,300.25,0,0,1,Clear skies,Clear skies,29/06/11 12:00,29/06/11,4886
,300.49,0,0,40,Cloudy skies,Partly cloudy skies,29/06/11 13:00,29/06/11,5002
,300.8,0,0,1,Clear skies,Clear skies,29/06/11 14:00,29/06/11,5711
,300.3,0,0,1,Clear skies,Clear skies,29/06/11 15:00,29/06/11,5874
,299.74,0,0,1,Rainfall,Soft rain,29/06/11 16:00,29/06/11,6503
,299.32,0,0,1,Airborne particles,Smoky air,29/06/11 18:00,29/06/11,4580
,296.5,9.414285714,0,1,Rainfall,Intense rainfall,29/06/11 19:00,29/06/11,3202
,293.95,1.341428571,0,76,Rainfall,Steady rain,29/06/11 20:00,29/06/11,2534
,292.39,3.242857143,0,2,Rainfall,Steady rain,29/06/11 21:00,29/06/11,2255
,291.6,0,0,1,Light fog,Fine fog,29/06/11 22:00,29/06/11,1687
,291.47,0.321428571,0,1,Rainfall,Soft rain,29/06/11 23:00,29/06/11,1106
,290.79,0,0,40,Light fog,Fine fog,30/06/11 0:00,30/06/11,679
,290.5,0,0,41,Light fog,Fine fog,30/06/11 2:00,30/06/11,329
,290.61,0,0,1,Light fog,Fine fog,30/06/11 3:00,30/06/11,424
,290.11,0.25,0,1,Rainfall,Soft rain,30/06/11 4:00,30/06/11,920
,290.16,0,0,1,Airborne particles,Smoky air,30/06/11 5:00,30/06/11,2953
,289.97,0,0,1,Light fog,Fine fog,30/06/11 6:00,30/06/11,5862
,290.01,0.385714286,0,1,Rainfall,Soft rain,30/06/11 7:00,30/06/11,6067
,291.13,0,0,1,Light fog,Fine fog,30/06/11 8:00,30/06/11,5360
,292.26,0,0,40,Airborne particles,Smoky air,30/06/11 9:00,30/06/11,4347
,293.58,0,0,76,Airborne particles,Smoky air,30/06/11 10:00,30/06/11,4291
,295.18,0,0,40,Cloudy skies,Partly cloudy skies,30/06/11 11:00,30/06/11,4483
,296.18,0,0,76,Cloudy skies,Fragmented clouds,30/06/11 12:00,30/06/11,4568
,296.02,0,0,1,Clear skies,Clear skies,30/06/11 13:00,30/06/11,4516
,296.83,0,0,1,Clear skies,Clear skies,30/06/11 14:00,30/06/11,5211
,297.18,0,0,1,Clear skies,Clear skies,30/06/11 15:00,30/06/11,5459
,297.42,0,0,1,Clear skies,Clear skies,30/06/11 16:00,30/06/11,6388
,297.35,0,0,1,Clear skies,Clear skies,30/06/11 17:00,30/06/11,6113
,291.65,0,0,1,Clear skies,Clear skies,30/06/11 22:00,30/06/11,2030
,291.4,0,0,1,Clear skies,Clear skies,30/06/11 23:00,30/06/11,1256
,289.7,0,0,1,Clear skies,Clear skies,01/07/11 0:00,01/07/11,742
,290.1,0,0,1,Clear skies,Clear skies,01/07/11 1:00,01/07/11,450
,289.99,0,0,1,Clear skies,Clear skies,01/07/11 2:00,01/07/11,351
,289.54,0.4,0,2,Rainfall,Soft rain,01/07/11 3:00,01/07/11,363
,289.07,0,0,1,Clear skies,Clear skies,01/07/11 4:00,01/07/11,941
,288.27,0,0,1,Clear skies,Clear skies,01/07/11 5:00,01/07/11,2892
,287.58,0,0,1,Clear skies,Clear skies,01/07/11 6:00,01/07/11,5750
,288.18,0,0,75,Cloudy skies,Fragmented clouds,01/07/11 7:00,01/07/11,6269
,289.08,0,0,40,Cloudy skies,Partly cloudy skies,01/07/11 9:00,01/07/11,4413
,289.94,0,0,40,Cloudy skies,Partly cloudy skies,01/07/11 10:00,01/07/11,4279
,289.54,0,0,75,Cloudy skies,Fragmented clouds,01/07/11 11:00,01/07/11,4476
,291.23,0,0,1,Clear skies,Clear skies,01/07/11 12:00,01/07/11,4629
,292.87,0,0,2,Clear skies,Clear skies,01/07/11 13:00,01/07/11,4463
,294.61,0,0,1,Clear skies,Clear skies,01/07/11 14:00,01/07/11,5001
,294.95,0,0,1,Clear skies,Clear skies,01/07/11 15:00,01/07/11,5625
,296.07,0,0,1,Clear skies,Clear skies,01/07/11 16:00,01/07/11,6218
,296.06,0,0,2,Clear skies,Clear skies,01/07/11 17:00,01/07/11,5979
,295.27,0,0,2,Clear skies,Clear skies,01/07/11 18:00,01/07/11,4606
,295.76,0,0,1,Clear skies,Clear skies,01/07/11 19:00,01/07/11,3657
,294.26,0,0,1,Clear skies,Clear skies,01/07/11 20:00,01/07/11,3151
,291.79,0,0,1,Clear skies,Clear skies,01/07/11 21:00,01/07/11,2797
,290.27,0,0,2,Clear skies,Clear skies,01/07/11 22:00,01/07/11,2363
,288.5,0,0,1,Clear skies,Clear skies,01/07/11 23:00,01/07/11,2829
,287.86,0,0,1,Clear skies,Clear skies,02/07/11 0:00,02/07/11,1270
,287.17,0,0,1,Clear skies,Clear skies,02/07/11 1:00,02/07/11,574
,286.32,0,0,1,Clear skies,Clear skies,02/07/11 2:00,02/07/11,374
,285.73,0,0,1,Clear skies,Clear skies,02/07/11 3:00,02/07/11,358
,285.96,0,0,1,Light fog,Fine fog,02/07/11 4:00,02/07/11,806
,285.73,0,0,1,Light fog,Fine fog,02/07/11 5:00,02/07/11,2706
,285.42,0,0,1,Light fog,Fine fog,02/07/11 6:00,02/07/11,5401
,287.34,0,0,1,Clear skies,Clear skies,02/07/11 7:00,02/07/11,5936
,289.71,0,0,1,Clear skies,Clear skies,02/07/11 8:00,02/07/11,4992
,289.79,0,0,2,Clear skies,Clear skies,02/07/11 9:00,02/07/11,4425
,294.13,0,0,1,Clear skies,Clear skies,02/07/11 10:00,02/07/11,4262
,295.1,0,0,1,Clear skies,Clear skies,02/07/11 11:00,02/07/11,4818
,295.7,0,0,1,Clear skies,Clear skies,02/07/11 12:00,02/07/11,5255
,296.78,0,0,41,Cloudy skies,Partly cloudy skies,02/07/11 13:00,02/07/11,5205
,297.37,0,0,40,Cloudy skies,Partly cloudy skies,02/07/11 14:00,02/07/11,5603
,298.29,0,0,40,Cloudy skies,Partly cloudy skies,02/07/11 15:00,02/07/11,5711
,298.19,0,0,2,Clear skies,Clear skies,02/07/11 16:00,02/07/11,5770
,297.84,0,0,1,Clear skies,Clear skies,02/07/11 17:00,02/07/11,4976
,297.76,0,0,1,Clear skies,Clear skies,02/07/11 18:00,02/07/11,3973
,296.64,0,0,1,Clear skies,Clear skies,02/07/11 19:00,02/07/11,3537
,295.68,0,0,1,Clear skies,Clear skies,02/07/11 20:00,02/07/11,2983
,293.52,0,0,1,Clear skies,Clear skies,02/07/11 21:00,02/07/11,3005
,291.76,0,0,2,Clear skies,Clear skies,02/07/11 22:00,02/07/11,2534
,291.27,0,0,1,Clear skies,Clear skies,02/07/11 23:00,02/07/11,1667
1,289.9,0,0,1,Clear skies,Clear skies,03/07/11 0:00,03/07/11,968
,288.44,0,0,1,Clear skies,Clear skies,03/07/11 1:00,03/07/11,617
,288.4,0,0,1,Light fog,Fine fog,03/07/11 2:00,03/07/11,457
,287.53,0,0,1,Light fog,Fine fog,03/07/11 3:00,03/07/11,364
,287.11,0,0,1,Clear skies,Clear skies,03/07/11 4:00,03/07/11,468
,286.95,0,0,1,Clear skies,Clear skies,03/07/11 5:00,03/07/11,965
,286,0,0,1,Light fog,Fine fog,03/07/11 6:00,03/07/11,1947
,288.32,0,0,1,Clear skies,Clear skies,03/07/11 7:00,03/07/11,2374
,288.75,0,0,1,Clear skies,Clear skies,03/07/11 8:00,03/07/11,2532
,292.81,0,0,1,Clear skies,Clear skies,03/07/11 9:00,03/07/11,3233
,294.28,0,0,2,Clear skies,Clear skies,03/07/11 10:00,03/07/11,3728
,295.96,0,0,2,Clear skies,Clear skies,03/07/11 11:00,03/07/11,4044
,297.39,0,0,1,Clear skies,Clear skies,03/07/11 12:00,03/07/11,4277
,298.27,0,0,1,Clear skies,Clear skies,03/07/11 13:00,03/07/11,4385
,298.88,0,0,2,Clear skies,Clear skies,03/07/11 14:00,03/07/11,4275
,299.92,0,0,1,Clear skies,Clear skies,03/07/11 15:00,03/07/11,4344
,299.57,0,0,1,Clear skies,Clear skies,03/07/11 16:00,03/07/11,4293
,299.75,0,0,1,Clear skies,Clear skies,03/07/11 17:00,03/07/11,3528
,298.73,0,0,1,Airborne particles,Smoky air,03/07/11 18:00,03/07/11,3771
,298.64,0,0,2,Airborne particles,Smoky air,03/07/11 19:00,03/07/11,3268
,297.42,0,0,1,Clear skies,Clear skies,03/07/11 20:00,03/07/11,2765
,295.98,0,0,1,Light fog,Fine fog,03/07/11 21:00,03/07/11,2744
,294.43,0,0,1,Light fog,Fine fog,03/07/11 22:00,03/07/11,3099
,293.79,0,0,2,Light fog,Fine fog,03/07/11 23:00,03/07/11,2056
,291.86,0,0,1,Dense fog,Dense fog,04/07/11 0:00,04/07/11,1513
,290.98,0,0,1,Airborne particles,Smoky air,04/07/11 1:00,04/07/11,859
,291.3,0,0,1,Airborne particles,Smoky air,04/07/11 2:00,04/07/11,742
,290.99,0,0,2,Airborne particles,Smoky air,04/07/11 3:00,04/07/11,351
,290.5,0,0,1,Airborne particles,Smoky air,04/07/11 4:00,04/07/11,391
,290.13,0,0,1,Airborne particles,Smoky air,04/07/11 5:00,04/07/11,744
,289.29,0,0,1,Light fog,Fine fog,04/07/11 6:00,04/07/11,975
,290.9,0,0,1,Airborne particles,Smoky air,04/07/11 7:00,04/07/11,1409
,292.6,0,0,1,Airborne particles,Smoky air,04/07/11 8:00,04/07/11,1620
,294.85,0,0,2,Airborne particles,Smoky air,04/07/11 9:00,04/07/11,2325
,297.41,0,0,1,Airborne particles,Smoky air,04/07/11 10:00,04/07/11,2778
,298.94,0,0,2,Airborne particles,Smoky air,04/07/11 11:00,04/07/11,3015
,299.6,0,0,1,Airborne particles,Smoky air,04/07/11 12:00,04/07/11,3157
,300.68,0,0,40,Airborne particles,Smoky air,04/07/11 13:00,04/07/11,3271
,301.5,0,0,40,Airborne particles,Smoky air,04/07/11 14:00,04/07/11,3206
,302.43,0,0,40,Airborne particles,Smoky air,04/07/11 15:00,04/07/11,3090
,302.12,0,0,75,Airborne particles,Smoky air,04/07/11 16:00,04/07/11,2805
